minute_id,date,year,institution,keyword,context_snippet,is_climate_change,raw_response
903,2021-06-18,,Reserve Bank of India,esg,"t but recede thereafter if Kharif crop shapes well and if global commodity price pressures subside by then. Risks of elongated commodity pressures exist in face of piping-hot global economy but demand substitution across commodities supported by the ESG push might change relative prices thus halting or reversing the rising prices of crude oil, iron ore and steel. While prices of crude oil, pulses, edible oils and cotton are likely to put pressure on domestic inflation they can be contained by quick",False,No
904,2021-08-20,,Reserve Bank of India,climate change,". However, the spatial and temporal distribution of monsoon this season has been sub-par. While sowing deficiency that was large in early July has been largely bridged, some adverse impact on yields and outturn can emerge. These risks can magnify if climate changes cause a repeat of weather disruptions as has often happened of late with unseasonal rains affecting some horticulture crops. Second, the IIP in Q1 of 2021-22 is likely to remain below the pre-pandemic average for fiscal year 2019-20 as is already k",True,Yes
905,2021-10-22,,Reserve Bank of India,climate change,"o reversible supply shocks. There is large uncertainty built into current prices because of the speculative element that seeks to profit from aggravated shortages. Large sudden falls are therefore possible. Oil prices have shown high volatility. The climate change activism that is partly responsible for current spikes will also reduce oil demand in the future. There are signs of container prices softening as exports from China reduce. Policy has to be data based, since inflation may fall faster than guidance,",False,no
905,2021-10-22,,Reserve Bank of India,fossil fuel,"al subsidies and widen CAD by about 0.25% of GDP. Unless cooperative solutions are found, the underlying gas shortages in Europe are going to get worse in the winters and as they might enervate climate change commitments. The increased dependence on fossil fuels can structurally lift energy inflation and its passthrough to general price level. High imported coal prices are already affecting power generation in some coastal plants in India. Chips delivery time has gone up to 21 weeks from 12 weeks in the pr",True,Yes
905,2021-10-22,,Reserve Bank of India,coal,hortages in Europe are going to get worse in the winters and as they might enervate climate change commitments. The increased dependence on fossil fuels can structurally lift energy inflation and its passthrough to general price level. High imported coal prices are already affecting power generation in some coastal plants in India. Chips delivery time has gone up to 21 weeks from 12 weeks in the pre-pandemic period. Automakers are compelled to cut down production. Container freight rates are still o,True,Yes
907,2022-02-24,,Reserve Bank of India,oil and gas,"ing vaccine efficacy.57. Third, uncertainties about energy prices have risen considerably. Indian crude oil basket is up nearly 25% in the previous two months. The current geopolitical stress in Europe is a significant risk and if it translates into oil and gas prices spiking, we will need to adjust macro-economic policies suitably.58. Fourth, it is a no-brainer that the fiscal impulse needs to be factored in our monetary policy calculations. The pace of fiscal consolidation this year has been balanced by ",False,No
908,2022-04-22,,Reserve Bank of India,coal,"year as sowing in war torn Ukraine will be impacted. More importantly, in my assessment, core inflation is expected to stay above 6% through 2022-23 as the price shock from the war in Ukraine will be transmitted through mineral and metals as soaring coal prices and Palladium group and other metal shortages seep through to retail levels. They will also bring down growth and the resultant demand destruction may put some lid on surging commodity prices. 58. The global shock can have large spillovers to",False,No
908,2022-04-22,,Reserve Bank of India,oil and gas,"cipated global and domestic macroeconomic trajectories that were shaping will get reset in slope and intercept. In my statement in February, I had stated that “the current geopolitical stress in Europe is a significant risk and if it translates into oil and gas prices spiking, we will need to adjust macro-economic policies suitably”. The contingent risk has materialised calling for policy shifts. We are witnessing an entrenched conflict. While it remains unclear how long it may last, it looks that even on ",False,No
913,2022-12-21,,Reserve Bank of India,green economy,"ontraction, to attain a more sustainable current account deficit (CAD). These include export promotion, building domestic capacity and reducing dependence on oil imports. India’s remittances and software exports remain robust and the transition to a green economy is progressing well. Rising share of financial savings will also reduce the CAD. There are also multiple financing options for the CAD.41. Since India does not have full capital account convertibility, the uncovered interest parity (UIP) relation th",False,No
923,2024-08-22,,Reserve Bank of India,climate scenario," the projected patterns of both inflation and growth. In both the cases, risks faced are common: those associated with the monsoon and climate conditions, external demand and price conditions, and financial conditions. Under a favourable monsoon and climate scenario, food inflation is expected to moderate significantly and effective supply management policies provide an effective framework to address price spikes limited to a few commodities. However, persistent food inflation may require core inflation to soft",False,No
942,2022-03-17,,Bank of England,oil and gas,"e impact of the invasion on energy prices.  

Medium-term measures had also increased over the same period.  It was common for these 

measures to move together, but recent movements in medium-term measures were 

nevertheless noteworthy, given that oil and gas futures curves were consistent with energy 

price inflation falling back significantly beyond the near-term horizon. 

13 

In the United Kingdom, the increases in medium-term inflation compensation measures 

had taken their levels further above t",False,No
944,2021-12-16,,Bank of England,coal,"tors that had previously 

experienced the largest increases.  There had been mixed signals from early indicators of cost pressures.  

Wholesale gas spot prices had risen again in Europe and one-year futures prices had reached new highs.  Oil 

and coal prices had declined from their peak, with the Brent oil spot price now around $73 per barrel.  Shipping 

costs had remained elevated, but Chinese PMI manufacturing input prices had eased in the latest data.  Indices 

of prices and delivery times i",False,No
964,2018-06-21,,Bank of England,coal," in 

financial markets over the period since the Committee’s May Inflation Report.  Taken together, financial 

conditions – while still accommodative – had tightened somewhat. 

3 

Around the end of May, uncertainty surrounding the formation of a coalition government in Italy had 

culminated in sharp increases in the yields on Italian government bonds.  The Italian ten-year sovereign spread 

to German Bunds had risen from 130 basis points at the time of the MPC’s previous meeting to over 280 ba",False,No
966,2018-03-22,,Bank of England,oil and gas,"first quarter, 

although it was difficult to quantify the precise extent of this.  There would be offsetting effects from mining and 

quarrying output, which as expected had rebounded strongly in January, reflecting the re-opening of the Forties 

oil and gas pipeline system.  Other official data had been mixed.  For example, manufacturing output had risen 

for the ninth consecutive month in January, whereas construction output – a series that was often revised 

substantially – was estimated to have fa",False,no
988,2015-11-05,,Bank of England,oil and gas,"e contracted by 2.2%.  Service 

sector output had risen by 0.7%.  Production output had risen by 0.3%, largely on account of a 1.5% increase in 

the energy sector, while manufacturing output had fallen for the third consecutive quarter.  Excluding oil and gas 

extraction, ONS figures had shown growth of 0.5% in both Q2 and Q3.  Bank staff expected quarterly GDP 

growth in Q3 to be revised up to 0.6% as the data matured.  The ONS estimated that four-quarter growth had 

been 2.3% in Q3, continuing its g",False,No
991,2015-08-06,,Bank of England,coal," probably 

marginally stronger than in 2014.  The risks to that central expectation were judged to be moderately skewed to 

the downside. 

31  The new UK government’s Budget implied a broadly similar path of fiscal consolidation to the previous 

coalition’s plans, which had been factored into the Committee’s projections three months earlier.  If anything, 

slightly less of the consolidation was now planned during the Committee’s three-year forecast period, with 

correspondingly more after that",False,no
1002,2014-09-17,,Bank of England,oil and gas,"tlook.  Nevertheless, it was possible that increased uncertainty would 

lead some businesses to reassess investment plans or to review the viability of existing investment, 

particularly in the affected countries.  And any sustained disruptions to oil and gas supplies would also 

have a more material effect. 

11  Euro-area inflation had fallen, on the flash estimate, to 0.3% in August, from 0.4% in July.  

Much of the fall in headline inflation from its peak at the end of 2011 had reflected lower comm",False,No
1015,2013-08-14,,Bank of England,oil and gas,"e quarterly growth of zero 

during 2012.  Around half of that pickup had been accounted for by construction and extraction output 

ceasing to contract.  With signs of greater buoyancy in the housing market, and following the robust 

investment in oil and gas extraction over recent years, the improvement in output in those sectors 

could well persist.  The other major driver of the recent pickup in output growth had been services, 

within which the distribution sector had been disproportionately strong",False,no
1019,2013-04-17,,Bank of England,oil and gas,"obust 

investment in the extraction and utility sectors. 

14  Official indicators of activity in the first quarter of 2013 had been mixed, with a fall in 

manufacturing output in January offset by a 0.3% rise in the output of the service sector.  Oil and gas 

extraction had fallen by 4.3% in January as output continued to be adversely affected by repair and 

maintenance.  Survey indicators, while somewhat diverse, had been mildly encouraging.  The 

Markit/CIPS services activity PMI for March was high",False,No
1020,2013-03-20,,Bank of England,coal,"clining below the euro-area average since the autumn, suggested that a further fall in output there 

was in prospect during the first quarter of 2013. 

9 

The Italian election on 24-25 February had been indecisive.  And, with attempts to form a 

coalition government continuing, it was unclear how the political situation there would be resolved.  

Together, parties opposed to further fiscal consolidation had gained a significant proportion of the 

overall vote.  Although it had not crystallised",False,No
1021,2013-02-20,,Bank of England,oil and gas,"g of the temporary boost from the 

Olympic Games.  The estimate had been slightly weaker than the Committee had anticipated.   

 
 
 
 
 
 
 
 
 
 
 
4 

Service sector output had been flat, and there had been falls in manufacturing output and in oil and gas 

extraction, broadly as expected by the Committee.  But construction output had been weaker than 

anticipated and had grown only a little over the quarter, with the ONS having estimated that 

construction output had fallen sharply in December. 

",False,No
1025,2012-10-17,,Bank of England,oil and gas,"arters, as more 

information became available to the ONS but this was unlikely to change the broad picture 

 
 
 
 
 
 
 
 
 
6

substantially.  It was also the case that productivity had been dampened by a secular decline in 

domestic output of oil and gas, but this too could resolve only a modest amount of the puzzle. 

19 

It was unlikely that any one factor could explain all of the remaining productivity shortfall.  

Indeed different factors had probably been in play at different times.  In the i",False,No
1028,2012-07-18,,Bank of England,coal,"n that had been earmarked by the authorities.  And the results of the Greek 

election had been greeted with cautious optimism:  political parties broadly in favour of fulfilling the 

conditions of the EU/IMF support package had been able to form a coalition government. 

4  Market sentiment had been supported by the outcome of the European Council meeting at the 

end of June.  The agreement there had involved plans for:  a single euro-area bank supervisory 

mechanism;  the European Stability Mec",False,No
1029,2012-06-20,,Bank of England,oil and gas," growth.  But this had been 

more than offset by weaker domestic demand, with both investment and consumer spending falling by 

around 1½% over the period as a whole.  Abstracting from erratic factors, such as sharp movements in 

construction and oil and gas extraction output, and the impact of the royal wedding in 2011 – and in 

light of the Committee’s judgement that the GDP data might subsequently be revised upwards – it was 

likely that underlying GDP growth in recent quarters had been somewhat st",False,No
1030,2012-05-23,,Bank of England,oil and gas," February.  

11  The headline level of GDP in the second quarter was likely to be affected by the effects of lost 

output due to the extra bank holiday associated with the Queen’s Diamond Jubilee celebrations and the 

adverse effects on North Sea oil and gas extraction of disruptions at the Elgin platform.  Abstracting 

from that, early indicators suggested that underlying growth would be positive but subdued in the 

second quarter.  The CIPS/Markit activity indices for both services and manufacturing",False,No
1031,2012-04-18,,Bank of England,oil and gas,"ths, to 3.4% in February from a 

recent peak of 5.2% in September.  This fall had been welcome but had been slightly less than the 

Committee had expected.  That in itself was not a significant cause for concern but, alongside the 

recent rise in oil and gas prices, as well as the duty changes announced in the Budget, it meant that the 

path for inflation in the short run was likely to be higher than indicated in the most recent Inflation 

Report central projections.  The speed at which inflation woul",False,no
1032,2012-03-21,,Bank of England,oil and gas,"crease for 

over a year.  Net trade volumes had also increased. 

14  GDP growth over 2011 as a whole was currently estimated to have been 0.8%, towards the 

bottom end of the forecast distribution in the February 2011 Inflation Report;  excluding oil and gas, 

growth was somewhat stronger at 1.1%.  The main expenditure counterpart to the unexpected 

weakness in GDP growth had been a 0.6% contraction in household consumption over the course of 

the year.  The source of the weakness in consumption had ",False,No
1033,2012-02-22,,Bank of England,oil and gas," fourth quarter of 

2011, broadly as the Committee had expected.  The fall in GDP had reflected shrinking manufacturing, 

energy and construction output, and flat services output.  Overall GDP in 2011 had grown more slowly 

than had GDP excluding oil and gas.  

12  There had been a sharp rise in the CIPS/Markit manufacturing and services surveys in January.  

Both had risen above their series averages, and stood at their highest levels since March 2011.  The 

forward-looking balances in both surveys ",False,No
1078,2008-05-21,,Bank of England,oil and gas,"t to households and 

businesses was continuing to tighten.  The depreciation of sterling would offer some support to export 

growth, though the prospects for overseas demand had deteriorated. 

32  CPI inflation had risen markedly in April to 3%.  Oil and gas prices had risen further and 

indicators of price pressures in the supply chain remained elevated.  The Committee expected 

increases in energy and import prices to push CPI inflation further above the target this year.  These 

increases would re",False,No
1082,2008-01-23,,Bank of England,oil and gas,"ere likely to push CPI inflation upwards and some of the recent 

depreciation of sterling would probably be reflected in import prices in the near term.  There were 

considerable uncertainties around the short-term outlook.  The paths of wholesale oil and gas prices 

were difficult to forecast, as were the pricing strategies of energy retailers.  Although food and petrol 

prices and airfares were likely to rise faster, they were particularly volatile components of the CPI.  

And the extent and timing ",False,no
1084,2007-11-21,,Bank of England,oil and gas,"news mainly coming 

from weaker-than-expected transport fares.  In line with pre-release arrangements, an advance estimate 

of CPI inflation of 2.1% in October had been provided to the Governor ahead of publication.  The 

recent rise in wholesale oil and gas prices would affect inflation in the months ahead, but as usual there 

remained uncertainty about the timing and extent of this impact.  There were also upside risks to the 

near-term path of inflation from rising food prices.   

27 

Inflation e",False,No
1092,2007-03-21,,Bank of England,oil and gas,"flation Report projection.  Whole-economy investment had been a little weaker than expected, 

but within that business investment had been noticeably stronger.  The strength of business investment 

partly reflected high levels of investment in the oil and gas sector.  Given the propensity for investment 

data to be revised, they should be given only a little weight at this stage of the publication cycle.  But 

they did not provide any reason to doubt that capital spending by businesses would remain buo",False,No
1105,2006-02-22,,Bank of England,oil and gas,"ince 

2002.  Although the slowdown was broadly based across expenditure categories, there were a number 

of reasons for discounting the slowdown as erratic.  These included:  the impact of the hurricanes on 

both consumption and the production of oil and gas;  the unwinding of incentives on auto purchases;  

the impact of a strike at Boeing on investment;  and an erratic fall in defence spending.  Consequently, 

GDP growth seemed likely to bounce back in Q1.  That being said, some of the January indic",False,no
1106,2006-01-25,,Bank of England,oil and gas,"ut the extent of spare 

capacity was uncertain, particularly if there had been some negative effects on potential supply from 

the recent weakness of business investment and productivity.  In the short-term, upside risks to 

inflation from higher oil and gas prices remained.  In addition, there were uncertainties surrounding the 

likely evolution of import prices and the exchange rate, which were important influences on the 

outlook for inflation.  On balance, it seemed likely that inflation would be ",False,no
1111,2005-08-17,,Bank of England,oil and gas," in oil futures prices;  implying that market participants expected the rise in spot prices to 

persist for some time.  Existing spare oil production capacity was historically low and new supply 

capacity – through, for example, development of new oil and gas fields and building of refineries – 

would take a considerable time to come on-stream in response to expectations of sustained higher 

prices.  Continued robust expansion of world activity was unlikely to be consistent with a significant 

easing ",False,No
1157,2001-10-17,,Bank of England,oil and gas,"he

attacks in the United States, the pace of decline in manufacturing orders had probably slowed.  Export

markets, particularly those in Europe, had continued to be weak for most sectors.  The main exceptions

had been the medical, pharmaceutical, oil and gas, aerospace, and consumer goods sectors, where

manufacturers had seen increased demand from the United States, China and the Middle East.  There

had been some stabilisation in information, communications and technology (ICT) output, but orders

12",False,No
1158,2001-09-19,,Bank of England,climate change,"d, the

CIPS manufacturing survey input price index had remained broadly stable, but below the no-change

balance, indicating a further easing of input price inflation.

A40  The official input price index had not yet incorporated the effects of the Climate Change Levy,

but the ONS had estimated that the levy would add around 0.9% to the input price index in July.

A41  Annual output price inflation excluding duties (PPIY) had been 0.5% in July compared with

0.6% in June.  Looking forward, the CBI Monthly T",False,No
1158,2001-09-19,,Bank of England,oil and gas,"ell as from the domestic ICT sector, had continued to be

the main drivers of this slowdown.  And de-stocking had further reduced output.  Engineering and ICT

had deteriorated further.  But many Agencies had reported continued strength in output of oil and gas

equipment, consumer goods and construction-related products.  Some contacts had suggested that the

downturn in manufacturing might be flattening out.

A46  Growth in services had slowed.  Investment banks in London had been hardest hit, particular",False,No
1160,2001-07-18,,Bank of England,climate change,"y 1% in May, taking the annual inflation rate to 8.4% in May from 6.6% in April.

A47  Manufacturing input prices had risen by 1.4% in May, taking the annual inflation rate to 4.7%

in May from 6.7% in April.  This figure excluded the effects of the Climate Change Levy, which the

ONS had estimated would have added around 0.8% to the level of the input price index in May.

Looking ahead, the CIPS input price balance had fallen to 45.7 in June from 48.6 in May.

Manufacturing output prices excluding excise dut",False,No
1161,2001-06-20,,Bank of England,climate change,"no-change level of 50 for the first time since July 1999.  Output prices excluding excise duties had

risen by 0.1% in April, taking the annual inflation rate to 1.0%, up from 0.8% in March.  The input

price index did not include the effects of the Climate Change Levy, which had been introduced in

April.  However, the ONS had estimated that the introduction of the Levy had raised input prices by

0.9% in April.  The expected output price balance in the CBI manufacturing survey had been broadly
unchanged at ",False,No
1162,2001-05-23,,Bank of England,climate change,"rices excluding excise duties had risen by 0.2% in March, which had

left the annual inflation rate unchanged at 0.8%.  The CBI survey expected output price balance had

been -14 in April, broadly unchanged from the balance in March (-13).

A45  The Climate Change Levy – a levy on energy use and a reduction in employers’ National

Insurance Contributions – had been introduced on 1 April. This had been intended to be revenue-

neutral at an economy-wide level.  Due to difficulties in collecting data from energ",False,No
1198,1998-06-10,,Bank of England,oil and gas,"t with some slowing

of demand and activity but that this was less evident in the recent credit data.

2

GDP growth

5  The Committee noted that the Office of National Statistics’  (ONS’s) first estimate of GDP

growth in Q1 - 0.4%, 0.5% excluding oil and gas - was lower than expected.  The level of GDP was,

on these estimates, about ½% below the central projection in the February Inflation Report.

6  Annual growth of total GDP had peaked in Q3 1997 at 3.4%, with a fall since then to 2.8% by

Q1 1998; ",False,No
1260,2001-06-28,,Federal Reserve,oil and gas,"28 were at their highest level since 1993. Industrial production declined appreciably further in April. Manufacturing output registered a seventh consecutive monthly drop, while a robust boost to mining activity associated with strong gains in crude oil and gas production was offset by a decrease in utilities output in a period of unusually warm weather. In manufacturing, the production of motor vehicles and parts was unchanged in April after having surged in February and March, but the output of high-tech",False,No
1261,2001-08-23,,Federal Reserve,oil and gas,"investment might be lessening. Strength was particularly evident in outlays for industrial structures, partly reflecting construction of electric power plants and facilities for cogeneration of power by industrial companies, and in continuing strong oil and gas exploration activity. Business inventories on a book-value basis edged higher in April after a sizable runoff in the first quarter. Excluding motor vehicles, manufacturing stocks were little changed in April, but shipments were down sharply and the ",False,No
1265,2002-01-31,,Federal Reserve,oil and gas,"rently high degree of caution and price consciousness among consumers. Moreover, recent survey evidence suggested that consumer confidence might be stabilizing after earlier declines. The significant decreases that had occurred in the prices of fuel oil and gasoline were a positive factor that would continue to bolster household spending for a while. Looking ahead, it was unclear how the various factors affecting consumers would interact, though apart from a likely downward adjustment in sales of motor veh",False,No
1283,2004-05-06,,Federal Reserve,coal,"and office properties were at high levels. Real nonfarm inventory investment remained modest in recent months. Although manufacturers' inventories moved higher in January, that increase primarily reflected stockbuilding at producers of petroleum and coal products. Retail inventories also rose in January, as stocks at auto dealers increased; wholesalers accumulated inventories at a modest pace. Inventory-sales ratios in these sectors lingered at or near their historical lows. The U.S. international t",False,No
1284,2004-07-01,,Federal Reserve,oil and gas,"rast, investment in nonresidential structures remained sluggish, as vacancy rates in many markets were elevated and considerable excess capacity persisted in many production plants. Drilling, however, was said to be strengthening in response to high oil and gas prices. While Committee members saw an overall brightening in the outlook for business fixed investment, a number of policymakers commented that some of the considerable caution that had earlier marked business attitudes apparently lingered. The pac",False,No
1291,2005-04-12,,Federal Reserve,coal,"g steadily, pushing capacity utilization higher. Production was expanding in a broad range of manufacturing categories, notably including high-tech and defense industries. Business contacts indicated that the high level of energy prices was spurring coal mining activity. Drilling for oil and gas was also increasing, although extraction was said to be crimped in some instances by a scarcity of experienced rig hands as well as spot shortages of certain key production inputs, such as drilling pipe. Aro",False,no
1291,2005-04-12,,Federal Reserve,oil and gas,"ation higher. Production was expanding in a broad range of manufacturing categories, notably including high-tech and defense industries. Business contacts indicated that the high level of energy prices was spurring coal mining activity. Drilling for oil and gas was also increasing, although extraction was said to be crimped in some instances by a scarcity of experienced rig hands as well as spot shortages of certain key production inputs, such as drilling pipe. Around the nation, labor markets conditions w",False,No
1295,2005-10-11,,Federal Reserve,oil and gas," be losing some momentum, labor markets continued to improve, and increases in core CPI and PCE prices were modest after notable increases earlier in the year. Only limited data bearing on the likely economic effects of the hurricane were available. Oil and gasoline prices, however, were on the rise, spiking to record levels in the days immediately following the hurricane. Payroll employment grew at a good pace in August, and the average increase over the most recent three months was largely on par with th",False,No
1296,2005-11-22,,Federal Reserve,oil and gas,"o considerable uncertainty given the difficulties in assessing the net effects of the downturn in consumer confidence and the rise in energy prices through the summer, on the one hand, and the rebuilding from hurricane damage, on the other. Although oil and gasoline prices had fallen in recent weeks and core inflation had remained benign, some businesses had reported increased ability to pass through cost increases in the environment of higher headline inflation. On balance, meeting participants remained c",False,No
1297,2006-01-03,,Federal Reserve,oil and gas,"s in the production of semiconductors. In contrast, production of communication equipment--particularly data networking equipment--accelerated. With many energy facilities in the Gulf region still closed, output at mines, which is defined to include oil and gas extraction, slipped further in October. Manufacturing capacity utilization moved up again in October and was only a touch below its long-run average. Real personal consumption expenditures appeared to be increasing solidly over the course of the fou",False,No
1298,2006-02-21,,Federal Reserve,oil and gas,".9 percent in part due to the labor force participation rate ticking down. Industrial production rose notably in November and December, boosted by partial recovery from the effects of the hurricanes. Production in the mining industry, which includes oil and gas extraction, increased sharply. Utilities output also popped up in December as temperatures turned unseasonably cold in the first half of the month. Abstracting from the effects of these special factors, underlying activity in the industrial sector a",False,No
1303,2006-10-11,,Federal Reserve,oil and gas,"overall price index for personal consumption expenditures rose relatively steeply in July and was estimated to have increased further in August, bringing the advance over the twelve-month period above the year-earlier rise. After July, though, crude oil and gasoline prices dropped back significantly, and with inventories of natural gas remaining near seasonal highs, natural gas prices fell from their spike earlier this summer. Core consumer prices increased at a somewhat more subdued pace over July and Aug",False,No
1339,2011-04-05,,Federal Reserve,oil and gas,"ouseholds, particularly for auto loans, also appeared to be supporting growth in consumer spending. On the other hand, declining house prices remained a drag on household wealth and thus on consumer spending. In addition, sizable recent increases in oil and gasoline prices had reduced real incomes and weighed on consumer confidence. Business contacts in a variety of industries had expressed concern that consumers might pull back if gasoline prices rose significantly further and persisted at those elevated ",False,No
1347,2012-04-03,,Federal Reserve,oil and gas,"as expanding moderately. Labor market conditions continued to improve and the unemployment rate declined further, although it remained elevated. Overall consumer price inflation was relatively subdued in recent months. More recently, prices of crude oil and gasoline increased substantially. Measures of long-run inflation expectations remained stable. Private nonfarm employment rose at an appreciably faster average pace in January and February than in the fourth quarter of last year, and declines in total g",False,No
1348,2012-05-16,,Federal Reserve,oil and gas," activity was expanding moderately. Payroll employment continued to move up, and the unemployment rate, while still elevated, declined a little further. Overall consumer price inflation increased somewhat, primarily reflecting higher prices of crude oil and gasoline, but measures of long-run inflation expectations remained stable. The unemployment rate declined to 8.2 percent in March. The share of workers employed part time for economic reasons also moved down, but the rate of long-duration unemployment r",False,No
1349,2012-07-11,,Federal Reserve,oil and gas,"mewhat more modest pace than earlier in the year. Improvements in labor market conditions slowed in recent months, and the unemployment rate remained elevated. Consumer price inflation declined, primarily reflecting reductions in the prices of crude oil and gasoline, and measures of long-run inflation expectations continued to be stable. Private nonfarm employment rose at a slower pace in April and May than in the first quarter of the year, while total government employment continued to trend down. The une",False,No
1350,2012-08-22,,Federal Reserve,oil and gas," and the unemployment rate was unchanged at a level that almost all members saw as elevated relative to levels consistent with the Committee's mandate. Inflation had declined from its rate earlier in the year, mainly reflecting lower prices of crude oil and gasoline, and inflation expectations had been stable. Members generally expected that economic growth would be moderate over coming quarters and then would pick up very gradually. While most members did not view the medium-run economic outlook as having",False,No
1369,2015-01-07,,Federal Reserve,oil and gas,"ports. Information from some regions pointed to a pickup in capital investment, although the continued decline in oil prices led business contacts to expect a slowdown in drilling activity and, if prices remain low, reduced capital investment in the oil and gas industries. In the agricultural sector, the robust fall harvest reportedly lowered crop prices; operating margins for food processing and farm equipment businesses have been narrowing, putting stress on some producers. In their discussion of the for",False,No
1370,2015-02-18,,Federal Reserve,oil and gas,", business contacts suggested that this slowing was likely to prove temporary, and information from some parts of the country suggested that capital investment was poised to pick up. Several participants noted that there were signs of layoffs in the oil and gas industries, and that persistently low energy prices might prompt a larger retrenchment of employment in these industries. In addition, it was observed that if capital investment in energy-producing industries slowed significantly, it could damp the ",False,No
1371,2015-04-08,,Federal Reserve,oil and gas,"gy prices as likely to be positive for economic activity and employment in the United States, although a couple noted that physical limits on the accumulation of stocks of crude oil could result in further downward pressure on prices and reduce U.S. oil and gas production and investment. Inflation had declined further below the Committee's longer-run objective, largely reflecting declines in energy prices, and was expected to stay near its recent low level in the near term. Market-based measures of inflati",False,No
1372,2015-05-20,,Federal Reserve,oil and gas,"uary and was well above its pre-recession level, while the rates of hiring and of quits were about flat and remained slightly above their levels of a year ago. Industrial production fell in the first quarter, with another drop in the drilling of new oil and gas wells as well as a decrease in manufacturing output that appeared to reflect, in part, the effects of the labor dispute at West Coast ports. Automakers' assembly schedules suggested that light motor vehicle production would increase at a solid pace ",False,No
1374,2015-08-19,,Federal Reserve,oil and gas,"ected to the auto, aerospace, and construction industries, for example, reported strong demand. However, businesses particularly exposed to the appreciation of the dollar or falling commodity prices--including those in the heavy equipment and steel, oil and gas extraction, and petrochemical industries--reported slower activity. The service sector reports were mostly positive. Overall, most contacts viewed the recent slowdown in manufacturing as likely to prove temporary and remained optimistic about future",False,No
1375,2015-10-08,,Federal Reserve,oil and gas," institutional leveraged loan issuance remained solid through July but moderated in August. The growth of commercial and industrial loans on banks' books slowed in July and August; the deceleration was concentrated in banks with greater exposures to oil and gas firms. Financing for commercial real estate (CRE) remained broadly available, with CRE loans on banks' books expanding and issuance of commercial mortgage-backed securities (CMBS) staying robust. However, spreads on investment-grade CMBS widened not",False,No
1376,2015-11-18,,Federal Reserve,oil and gas," more modest increases in business equipment spending in the coming months. Firms' nominal spending for nonresidential structures excluding drilling and mining rose in August, although available indicators of drilling activity, such as the number of oil and gas rigs in operation, continued to fall. Real private inventory investment appeared to have slowed markedly in the third quarter. Total real government purchases looked to have moved sideways in the third quarter. Federal government purchases likely de",False,No
1377,2016-01-06,,Federal Reserve,oil and gas,"modest increases in business equipment spending than in the third quarter. Firms' nominal spending for nonresidential structures excluding drilling and mining rose in October, although available indicators of drilling activity, such as the number of oil and gas rigs in operation, continued to fall through early December. Total real government purchases appeared to be about flat in the fourth quarter. Federal government spending for defense moved roughly sideways, on balance, over recent months. State and l",False,No
1378,2016-02-17,,Federal Reserve,oil and gas,"quipment spending in the coming months. Firms' nominal spending for nonresidential structures excluding drilling and mining declined somewhat in November. Indicators of spending for structures in the drilling and mining sector, such as the number of oil and gas rigs in operation, continued to fall through early January. The available information indicated that inventory investment decreased again in the fourth quarter, although there was little evidence that inventory-to-sales ratios were uncomfortably hig",False,No
1379,2016-04-06,,Federal Reserve,oil and gas,"t. Firms' nominal spending for nonresidential structures excluding drilling and mining increased somewhat in January after having declined for two months. Indicators of spending for structures in the drilling and mining sector, such as the number of oil and gas rigs in operation, continued to fall through early March. The limited available data suggested that inventory investment continued to decline in the early part of the year. Nonetheless, with the exception of the energy sector, inventories generally ",False,No
1380,2016-05-18,,Federal Reserve,coal," increases in global demand, the imbalance of supply of crude oil relative to demand could last into 2017 and lead to further reductions in capital investment by energy firms. One participant noted that bankruptcies were rising among natural gas and coal producers as well as among firms engaged in oil exploration and extraction. A few participants also reported that low prices for agricultural commodities continued to strain the profitability of farming operations in their Districts. Business fixed ",False,No
1380,2016-05-18,,Federal Reserve,oil and gas,"s of business conditions, continued to be soft. Firms' nominal spending for nonresidential structures excluding drilling and mining decreased in February. Indicators of spending for structures in the drilling and mining sector, such as the number of oil and gas rigs in operation, continued to fall through early April. The available data suggested that inventory investment moved down in the first quarter. Total real government purchases seemed to have risen modestly in the first quarter. Federal government ",False,no
1381,2016-07-06,,Federal Reserve,coal,"ly warm winter months as well as a moderate increase in manufacturing production. Meanwhile, mining output continued to contract as a result of further declines in drilling activity, a slower pace of crude oil extraction, and a continued pullback in coal production. A variety of indicators--including manufacturing production worker hours, motor vehicle assemblies, and oil and gas extraction and drilling activity--suggested that IP likely declined in May. Automakers' assembly schedules and mixed read",False,No
1381,2016-07-06,,Federal Reserve,oil and gas,"ontract as a result of further declines in drilling activity, a slower pace of crude oil extraction, and a continued pullback in coal production. A variety of indicators--including manufacturing production worker hours, motor vehicle assemblies, and oil and gas extraction and drilling activity--suggested that IP likely declined in May. Automakers' assembly schedules and mixed readings on other indicators of manufacturing production, such as new orders from national and regional manufacturing surveys, point",False,no
1382,2016-08-17,,Federal Reserve,oil and gas,"dings from national and regional surveys of business conditions suggested some pickup in business equipment spending in the near term. Firms' nominal spending for nonresidential structures excluding drilling and mining declined in May. The number of oil and gas rigs in operation, an indicator of spending for structures in the drilling and mining sector, fell through late May but edged up through mid-July. Nominal outlays for defense through June pointed to a decline in real federal government purchases in ",False,No
